Name,Ratings,Header,Date,Product_Details,Review,Helpful
Yadagiri,4,Some screen problem,29 September 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
Ravinder Singh,4,Good product with poor service,29 August 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"The TV is good with advance features like Dolby Vision, Atmos, eARC port, etc but the service is worst. The delivery boys said installation team will reach next day. It is going to be a month and no one arrived.",7 people found this helpful
Vivek yadav,4,Cheap and best tv.,1 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Good picture quality with great sound.,One person found this helpful
Amazon Customer,4,Sound setting is always in headset mode it was difficulty for every time,7 September 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Sound quality okay but default sound setting is always in headset mode every time on the Tv and  change the sound settings it was big problem,9 people found this helpful
sagar patil,4,Nice contrast,2 September 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Very nice,
Ashwani Kumar,4,Smart Android TV in budget,27 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,One person found this helpful
Naveen,4,Best but sound not up to the mark,9 September 2022,Pattern name: 4K Android SeriesSize name: 65 inches,Every thing is exceptional but sound,4 people found this helpful
Rohit Jha,4,Very good experience.,2 September 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Picture Quality is best,One person found this helpful
Chethan,3,Not what I was expecting,30 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Product is just ok, picture quality is just ok. We can see distorted pictures while just browsing, but when you are playing it is fine, just after a couple of days of my purchase, I started noticing that the Power button is not working, I can switch on the TV but, I can't switch off.I checked for an update and once it was done, I noticed that there was a lag in the voice search, overall performance had a bit of lag,",
Jagpreet Singh Sidhu,5,Amazing TV,9 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Amazing tv at this price. I purchased it for just Rs 8100/- from Amazon great Indian festival. Picture quality,  Sound and smart features are all good. Best 32 inch tv in market. Remote is very modern style with Bluetooth and mic.",One person found this helpful
Roby Blasson,4,Value for money,5 September 2022,Pattern name: 4K Android SeriesSize name: 55 inches,The only complaint is sound quality... dialogs are not clear very hard to understand most of the time. Need to buy a sound bar for sure...,8 people found this helpful
Ajay,5,Redmi Smart Led TV 32 inch is Excellent product,13 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,The Redmi Smart Led TV 32 inch is the best TV in this segment. Service is fast and installation is on time from MI. Picture & sound quality is good. MI cast works with no lag. YouTube and other things work easily.,
Ria George,5,Happy Purchase,28 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,So i bought this TV a week ago and everything seems to work perfectly.The sound quality is amazing and the picture quality is good too.I love how the remote has everything you need to run things you like smoothly. I have got a fire stick already so the storage does not really bother me.I'm happy with my overall purchase.,
deepak chandla,4,Happy,6 September 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Happy,2 people found this helpful
Shivam Dubey,5,One Of The Best Tv At this Price Range,15 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"According to this price, picture quality, sound quality performance internet vagera everything is going well, i bought it in diwali offer for 9161 rupees, and i liked this tv a lot. thanks redmi....",
Akshay,4,Good product...!!!,26 September 2022,Pattern name: 2K Android SeriesSize name: 43 inches,,One person found this helpful
Vijay,3,Average product at this price point,8 October 2022,Pattern name: 4K Android SeriesSize name: 55 inches,"Features are good, sound loudness is. Very good no need to purchase a sound bar that, most of the time its so slow & leggy, picture quality is average colours are so warm, you can easily differentiate between natural colour or this tv color contract is heavy in this tv",
Anusha,5,Nice product,8 October 2022,Pattern name: 4K Android SeriesSize name: 55 inches,"Clamp price not included, only if you want to put it on table- its free otherwise everything is priced... Redmi's service is quite good.. entire installation process was quite hassle-free",
Manish Kumar,5,Absolutely a good product,27 September 2022,Pattern name: 4K Android SeriesSize name: 43 inches,There is some few thing like Hdmi cable they may add.I dislike one thing that is service and installation the person come for installation fit loose screw and also my tv was not straight it’s tilt one side I have to help him in drilling and he bring very cheap and low quality wall mount which cost me 500 and I am sure he brought that stand in 200 so I suggest buy wallmount by yourself.,One person found this helpful
Pal,3,Good TV but small scam,27 September 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"All the detailed reviews are already out there, just want to add another detail that I did not find anywhere before buying this TV.The remote shown in the images is not what you will be getting, they are showing remote of a different TV(Xiaomi) which has couple of more buttons than the Redmi remote. I think they are misdirecting consumers.",2 people found this helpful
ABHISHEK RAJBHAR,4,Nice one,12 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Good one , color balanced.",5 people found this helpful
KK Jaanu,5,Everything is perfect..,10 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Everything is perfect.. loved it, good picture & audio quality, wifi & home theatre connection quite well.... value for money, bought for 9k at great Indian festival...",
Chetan Patil,5,Delivery and product very good But,10 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Delivery and product is very good but installation service not good. No one coming for installation. Poor service, Thanks to Redmi service center for installation",
amol bhambore,4,Everything is okay but after15 days seeing lines on screen. Need amazon to solve this issue ASAP.,15 September 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,5 people found this helpful
Baseem siddiqui,4,Good led tv,28 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Very good led tv and installation very fast only 3 days thank you Amazon and Reddi😍,One person found this helpful
Amazon Customer,4,Nice product value for money,27 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,2 people found this helpful
ATANU GHOSH,5,Best LED TV this price,10 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Very good LED TV and picture quality and sound quality awesome value for money and very very good product by redmi,
Amazon Customer,4,Good TV for a budget cost,6 September 2022,Pattern name: 2K Android SeriesSize name: 32 inches,It has good smart features with some lags in Optimization waiting for any system updates to fix,6 people found this helpful
Mayur,5,Just awesome picture quality,10 October 2022,Pattern name: 4K Android SeriesSize name: 43 inches,At the best prize best feature they offer like 4k Dolby vision & audio and lots of updated technology happy me 😁😁,One person found this helpful
Abhilash KV,5,Value for money,10 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,The best smart tv currently available in market with affordable price. Product is excellent and the installation was also so good,
Dharmapada Das,4,Ok,26 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Ok,One person found this helpful
Rich bells,5,Product TV is superb at this rate,9 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Product at this range is totally amazingYou have access to all play store appsNet flix, Prime , HotstarYou have all these apps pre installed and their is no glitch at allSuperb TV",
Zuchobeni,4,Good,17 August 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Over all product is good but The installation system is very unethical. We waited for one week for an installation guy to come. After lots of complain to the customer care for installation it was done. Need to improve for customer care for them to connect with installation company.,12 people found this helpful
Ajay K,5,Quality under budget,25 September 2022,Pattern name: 2K Android SeriesSize name: 43 inches,"After using over six months I’m writing this review.1. Price :- Under 30k best LED TV2. Performance:- Good, did not observe any sort of hang issue or any other technical glitches.3. Clarity:- Good under any brightness of light4. Feature:- All loaded features are just fine and working perfectly.5. Voice Recognition:- Ok, but sometimes i feel it need bit of more improvements.Overall not to complain for such big TV under 30K.",One person found this helpful
Shubham Tiwari,5,Best tv under buget. You can go for it,4 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,If you are thinking a under buget tv you should go for it. I have purchased it 8100 in great Indian shal. Sound qulity is good. And picture qulity Also good. If you are using free setup box best for you,
Manish Sharma,4,Smart TV is little expensive,27 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Smart TV is little expensive,One person found this helpful
Black,3,Display quality is very bad.,8 October 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"Display started showing horizontal lines in 3 days of use but disappeared after restarting. Although it was for short period of time which I was unable to capturw, but will keep you guys posted for further reviews.",
